numero_ley,resumen,url
11753,AUTORIZA AL PODER EJECUTIVO A CEDER LA POSESION A LA MUNICIPALIDAD DE ROQUE PEREZ DE UN INMUEBLE SITO EN EL MISMO PARTIDO.,https://normas.gba.gob.ar/ar-b/ley/1996/11753/5079
13193,"MODIFICA LEY 12186 (REF. INSTITUYENDO AL MES DE MARZO DE CADA AÑO COMO ""MES DE LA EDUCACIÓN, SEGURIDAD Y DE LA HUMANIZACIÓN EN EL TRÁNSITO”).",https://normas.gba.gob.ar/ar-b/ley/2004/13193/3662
10376,AUTORIZA AL PODER EJECUTIVO A CONVENIR CON LOS MUNICIPIOS LA TRANSFERENCIA DEL PERSONAL Y BIENES MUEBLES DE LAS DELEGACIONES DEL INSTITUTO DE OBRA MEDICO ASISTENCIAL (IOMA),https://normas.gba.gob.ar/ar-b/ley/1986/10376/6444
13191,REGIMEN DE LAS PRESTACIONES PREVISIONALES DE LOS AGENTES QUE DESEMPEÑEN TAREAS DE GUARDAVIDAS EN RELACION DE DEPENDENCIA CON EL ESTADO PROVINCIAL Y SUS MUNICIPIOS.-,https://normas.gba.gob.ar/ar-b/ley/2004/13191/3670
153,PENSION A LAS HIJAS DE ALEJO VILLEGAS.,https://normas.gba.gob.ar/ar-b/ley/1857/153/14958
729,PENSIONA DOLORES Y TRANSITO TARRAGONA.,https://normas.gba.gob.ar/ar-b/ley/1871/729/11795
7575,(DEROGADA POR LEY 8303)REGIMEN PARA EL PERSONAL DE LA ADMINISTRACION PUBLICA. POR DECRETO 1501/70 SE APROBARON LOS ANEXOS I Y II DE LA PRESENTE.,https://normas.gba.gob.ar/ar-b/ley/1969/7575/7749
14374,"PARA EL CAMBIO DE UN PRODUCTO ADQUIRIDO EN EL MARCO DE UNA RELACIóN DE CONSUMO, NO SE PODRáN IMPONER RESTRICCIONES DE DíAS Y HORARIOS ESPECIALES.
(SANCIONES-OBLIGATORIEDAD DE LA EXHIBICION DE CARTELES CON LEYENDA-LOCAL-COMERCIO-ESTABLECIMIENTOS)",https://normas.gba.gob.ar/ar-b/ley/2012/14374/11463
4761,"OFICIALIZANDO LOS CURSOS DE LA ESCUELA SANTA MARIA DE BUENOS AIRES DE VILLA REBASA, CIUDADELA.",https://normas.gba.gob.ar/ar-b/ley/1939/4761/10467
3369,ACUERDA LICENCIA AL VICE GOBERNADOR PARA AUSENTARSE PERIODICAMENTE DE LA PROVINCIA.-,https://normas.gba.gob.ar/ar-b/ley/1911/3369/13097
8967,"DESAFECTANDO DE SU DESTINO ORIGINARIO, RESERVA DE USO PUBLICO, FRACCION DE TIERRA FISCAL UBICADA EN CHIVILCOY. DONA AL OBISPADO DE MERCEDES, CON DESTINO A LA CONSTRUCCION DE PARROQUIA Y CENTRO DE EVANGELIZACION Y CATEQUIZACION.",https://normas.gba.gob.ar/ar-b/ley/1978/8967/6783
6135,TRANSFERENCIA DE TIERRAS A LA MUNICIPALIDAD DE OLAVARRíA PARA VIVIENDAS. (SIERRAS BAYAS),https://normas.gba.gob.ar/ar-b/ley/1959/6135/9123
11751,DECLARANDO CIUDADANO ILUSTRE POST MORTEM AL EX PRESIDENTE CONSTITUCIONAL DR. ARTURO UMBERTO ILLIA.,https://normas.gba.gob.ar/ar-b/ley/1996/11751/5078
8985,DEROGA LA LEY 8325 QUE DECLARA DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION FRACCION DE TIERRA EN OLAVARRIA PARA CONSTRUCCION DE AERODROMO.,https://normas.gba.gob.ar/ar-b/ley/1978/8985/6775
14370,"CRéASE EL REGISTRO AMBIENTAL DE ESTABLECIMIENTOS INDUSTRIALES DE LA PROVINCIA QUE CONTENDRá LA TOTALIDAD DE LAS DECLARACIONES JURADAS RELATIVAS AL EMPADRONAMIENTO, Y TODO OTRO DATO, DOCUMENTACIóN E INFORMACIóN ASOCIADA. SANCIONES.",https://normas.gba.gob.ar/ar-b/ley/2012/14370/11459
6153,SUBSIDIO A LA MUNICIPALIDAD DE QUILMES.,https://normas.gba.gob.ar/ar-b/ley/1959/6153/9106
3351,ESTABLECE QUE LA SUPREMA CORTE DE JUSTICIA RECIBIRA LAS INFORMACIONES PRESENTADAS POR LOS ASPIRANTES AL TITULO DE CONTADOR PUBLICO.,https://normas.gba.gob.ar/ar-b/ley/1911/3351/12798
1959,"CREDITO SUPLEMENTARIO DE 10.000 PESOS, PRESUPUESTO CAMARA DE DIPUTADOS.",https://normas.gba.gob.ar/ar-b/ley/1887/1959/15193
10377,"DEROGA EL ART.11 DEL DEC-LEY 6769/58, RESTRICCIONES PARA INTEGRAR LOS CONCEJOS DELIBERANTES. (ORGANICA DE LAS MUNICIPALIDADES)",https://normas.gba.gob.ar/ar-b/ley/1986/10377/6445
14601,"MODIFICA EL ART.32 DEL DEC-LEY 16378/57, LEY ORGANICA DE TRANSPORTE DE PASAJEROS. (PáGINA WEB-RECORRIDO-PARADAS-HORARIO-TARIFA-PUBLICIDAD-COCHES-ESTACIONES-CUADRO TARIFARIO-OBLIGACIONES)",https://normas.gba.gob.ar/ar-b/ley/2014/14601/11250
11768,"MODIFICA LEY 11430, CODIGO DE TRANSITO.",https://normas.gba.gob.ar/ar-b/ley/1996/11768/5083
231,IMPUESTO MUNICIPAL DE SERENOS PARA 1859.,https://normas.gba.gob.ar/ar-b/ley/1858/231/12018
4743,"INCORPORANDO A CONTINUACIÓN DEL ARTÍCULO 14 DE LA LEY 4198, EL SUBTÍTULO INSPECCIÓN DE LOS ESTABLECIMIENTOS.(IMPUESTO AL COMERCIO E INDUSTRIA).",https://normas.gba.gob.ar/ar-b/ley/1939/4743/10485
11769,ESTABLECE EL MARCO REGULATORIO DEL SECTOR ELéCTRICO PROVINCIAL.CREA FONDO PROV.DE COMPENSACIONES TARIFARIAS. ESTABLECE CELEBRACIÓN DE AUDIENCIAS PÚBLICAS.(TRANSPORTE-DISTRIBUCIÓN-ENERGÍA-CONCESIONARIOS-TARIFAS-ELECTRICIDAD-CONTROL JUDICIAL-USUARIOS),https://normas.gba.gob.ar/ar-b/ley/1996/11769/5057
14680,"MODIFICA EL ARTÍCULO 1 DE LA LEY 13445, SOBRE PERSONAL EN ACTIVIDAD-EX BANCO MUNICIPAL DE LA PLATA (BENEFICIOS JUBILATORIOS- JUBILACIÓN EXTRAORDINARIA).",https://normas.gba.gob.ar/ar-b/ley/2015/14680/11231
10379,"SUSTITúYESE EL ARTíCULO 3 DE LA LEY 8348, VENTA DE INMUEBLES POR INTERMEDIO DE LA COOPERADORA DE LA ESCUELA Nº2 DE SALADILLO. (SALóN COLMEDOR-DESPENSA-OBRAS)",https://normas.gba.gob.ar/ar-b/ley/1986/10379/6439
235,"DOMINIO PUBLICO SOBRE LAS TIERRAS Y FINCAS DEL ESTADO, DONADAS DESDE 1829 HASTA 1852.",https://normas.gba.gob.ar/ar-b/ley/1858/235/12079
4747,"AUTORIZA AL PODER EJECUTIVO PARA DONAR AL CLUB DE REGATAS LA PLATA, EL ISLOTE UBICADO EN EL RIO SANTIAGO, CON DESTINO A LA INSTALACIóN DE LA SEDE SOCIAL.",https://normas.gba.gob.ar/ar-b/ley/1939/4747/10479
4746,"DECLÁRASE CIUDAD AL PUEBLO DE BARADERO, CABECERA DEL PARTIDO DEL MISMO NOMBRE, DE LA PROVINCIA DE BUENOS AIRES.",https://normas.gba.gob.ar/ar-b/ley/1939/4746/10480
732,"EMISION DE BONOS MUNICIPALES. (PAGO DE DEUDA, DEFICIT Y CONSTRUCCION DE UN LAZARETO).(VER LEY 819).",https://normas.gba.gob.ar/ar-b/ley/1871/732/11843
6138,"EXPROPIACIóN DE UN INMUEBLE PARA LA ESCUELA 45 DE GENERAL SAN MARTíN, EN VILLA HUMBERTO.",https://normas.gba.gob.ar/ar-b/ley/1959/6138/9126
14603,CREA EL “REGISTRO ÚNICO DE CASOS DE VIOLENCIA DE GÉNERO” DE LA PROVINCIA DE BUENOS AIRES (REF: LEY NACIONAL 26485-BASE DE DATOS) SUPLEMENTO.,https://normas.gba.gob.ar/ar-b/ley/2014/14603/11252
10362,PROHíBESE LA FABRICACIóN Y COMERCIALIZACIóN DE ANTEOJOS DE JUGUETES EN TODO EL TERRITORIO DE LA PROVINCIA DE BUENOS AIRES.(RECREACIóN INFANTIL-LENTES-IMPUREZAS-DEFECTO-ABERRACIONES CRóMATICAS),https://normas.gba.gob.ar/ar-b/ley/1985/10362/6458
13194,"SE ESTABLECE EN EL CALENDARIO PROVINCIAL AL 27 DE MARZO COMO ""DÍA MUNDIAL DEL TEATRO"" DEPENDIENTE DE LA UNESCO.",https://normas.gba.gob.ar/ar-b/ley/2004/13194/3663
1962,JUBILACION DE MACEDONIO DIAZ.,https://normas.gba.gob.ar/ar-b/ley/1887/1962/15241
156,"SE ACUERDA LA DIVISION DE LA CAMPAñA DEL ESTADO EN DEPARTAMENTOS, PARTIDOS, CUARTELES Y SECCIONES.(PREFECTURAS DEPARTAMENTALES Y DEMARCACIóN TERRITORIAL)",https://normas.gba.gob.ar/ar-b/ley/1857/156/15007
3372,"ACUERDA SUBSIDIO POR PARTE DEL PODER EJECUTIVO AL HOSPITAL PETRONA VILLEGAS DE CORDERO, DE SAN FERNANDO, PARA AMPLIACION DEL HOSPITAL.-",https://normas.gba.gob.ar/ar-b/ley/1911/3372/13147
10380,AUTORíZASE A LA POLICíA DE LA PROVINCIA DE BUENOS AIRES A DONAR A LA POLICíA DE LA PROVINCIA DE CHACO DOS CANES. (PERROS-OVEJERO ALEMáN),https://normas.gba.gob.ar/ar-b/ley/1986/10380/6440
3354,PAGO DE HONORARIOS DE EMILIO N.CASARES POR SU REPRESENTACION PARA FIRMAR EL BONO GENERAL DEL EMPRESTITO OTORGADO POR LEY 3089.,https://normas.gba.gob.ar/ar-b/ley/1911/3354/12849
11754,AUTORIZA A LA DIRECCION GENERAL DE CULTURA Y EDUCACION A PERMUTAR UN INMUEBLE EN LA CIUDAD DE ARRECIFES (AMPLIACION ESCUELA),https://normas.gba.gob.ar/ar-b/ley/1996/11754/5080
4764,"CONDONACIÓN GENERAL DE INTERESES Y QUITAS EN LAS MULTAS POR IMPUESTOS, CONTRIBUCIONES Y SERVICIOS FISCALES VENCIDOS.",https://normas.gba.gob.ar/ar-b/ley/1939/4764/10463
6156,EXPROPIACION DE TERRENOS PARA PLAZA PUBLICA EN SAN NICOLAS DE LOS ARROYOS.(PLAZA PúBLICA),https://normas.gba.gob.ar/ar-b/ley/1959/6156/9109
11771,"NORMAS PARA LA PRIVATIZACIÓN TOTAL O PARCIAL DE LOS SERVICIOS; PRESTACIONES U OBRAS CUYA GESTIÓN ACTUAL SE ENCUENTRE A CARGO DE ESEBA S.A. -(EMPRESA SOCIAL DE ENERGÍA DE BS.AS.)(LEY 11927 INCORPORA INMUEBLES AL ART.4, ANEXO I).",https://normas.gba.gob.ar/ar-b/ley/1996/11771/5055
14933,"DECLARA PERSONALIDAD DESTACADA DE LA CULTURA, A NÉSTOR JUAN FARÉ.",https://normas.gba.gob.ar/ar-b/ley/2017/14933/2497
234,PRESUPUESTO DE LA COMISION DE CUENTAS PARA 1859.,https://normas.gba.gob.ar/ar-b/ley/1858/234/12063
733,COMPETENCIA DE LA OFICINA DE TIERRAS PUBLICAS.,https://normas.gba.gob.ar/ar-b/ley/1971/733/11859
3373,PABELLON DE VERANO Y TEATRO EN EL BOSQUE DE LA PLATA.,https://normas.gba.gob.ar/ar-b/ley/1911/3373/13164
11772,"MODIFICA DEL PROGRAMA 2 -OBRAS REGIONALES- EL ANEXO DEL SUBPROGRAMA OBRAS DE VIALIDAD ""PROGRAMA DE REPAVIMENTACION"" DEL PLAN DE RECONSTRUCCION PARA EL INTERIOR BONAERENSE.",https://normas.gba.gob.ar/ar-b/ley/1996/11772/5072
14604,PRORRóGASE POR EL TéRMINO DE 5 AñOS EL PLAZO PREVISTO POR EL ART.5 DE LA LEY Nº 14003 DE EXPROPIACIóN DE UN INMUEBLE UBICADO EN EL PARTIDO DE FLORENTINO AMEGHINO.,https://normas.gba.gob.ar/ar-b/ley/2014/14604/11253
157,PENSION A LA VIUDA E HIJOS DE ENRIQUE PIZARRO.,https://normas.gba.gob.ar/ar-b/ley/1857/157/15023
11750,DECLARANDO MONUMENTO NATURAL AL CERRO DE LA VENTANA UBICADO EN EL PARTIDO DE TORNQUIST.,https://normas.gba.gob.ar/ar-b/ley/1996/11750/5077
14937,"DECLARA PERSONALIDAD DESTACADA DE LA CULTURA , AL COMPOSITOR, MÚSICO Y PRODUCTOR MUSICAL, GUSTAVO SANTAOLALLA.",https://normas.gba.gob.ar/ar-b/ley/2017/14937/2501
1963,JUBILACION DE CONRADO UZAL.,https://normas.gba.gob.ar/ar-b/ley/1887/1963/15258
13196,MODIFICA  LA LEY 12894 (REF.EXPROPIACION),https://normas.gba.gob.ar/ar-b/ley/2004/13196/3674
13190,DECLÁRASE EL ESTADO DE EMERGENCIA DEL PATRONATO DE LIBERADOS BONAERENSE.,https://normas.gba.gob.ar/ar-b/ley/2004/13190/3676
7582,"TRANSFIERE $ 200.000.000 MONEDA NACIONAL DENTRO DEL PRESUPUESTO GENERAL EJERCICIO 1969, LEY 7464.",https://normas.gba.gob.ar/ar-b/ley/1969/7582/7732
11776,"MODIFICA LEY 5827, ORGANICA DEL PODER JUDICIAL.",https://normas.gba.gob.ar/ar-b/ley/1996/11776/5051
6142,EXPROPIACIóN DEL INMUEBLE OCUPADO POR LA ESCUELA 2 DE BERISSO.,https://normas.gba.gob.ar/ar-b/ley/1959/6142/9113
238,AUMENTO DE ASIGNACION A LOS PENSIONISTAS.,https://normas.gba.gob.ar/ar-b/ley/1858/238/12130
14677,"PRORROGA POR EL TÉRMINO DE 5 AÑOS EL PLAZO PREVISTO EN EL ARTÍCULO 7 DE LA LEY 14225, EXPROPIACIÓN INMUEBLES UBICADOS EN LA LOCALIDAD DE SIERRAS BAYAS, PARTIDO DE OLAVARRÍA.",https://normas.gba.gob.ar/ar-b/ley/2015/14677/11228
3375,"AUTORIZA AL P. E. A OTORGAR SUBVENCION, PARA LA CONSTRUCCION DEL HOSPITAL PUBLICO QUE LEVANTA EN GENERAL ALVEAR LA SOCIEDAD DE BENEFICIENCIA BERNARDINO RIVADAVIA.",https://normas.gba.gob.ar/ar-b/ley/1911/3375/13196
1966,PROLONGACION DE LA LINEA TELEGRAFICA DE LINCOLN A LAVALLE NORTE.,https://normas.gba.gob.ar/ar-b/ley/1887/1966/15309
6159,(DEROGADA POR LEY 8188) CAJA DE PREVISION SOCIAL PARA ABOGADOS. CONVENIO DE RECIPROCIDAD.,https://normas.gba.gob.ar/ar-b/ley/1959/6159/9096
10383,"MODIFICA EL DEC-LEY 9688/81, REGIMEN DEL INVESTIGADOR CIENTIFICO Y TECNOLOGICO. (COMPATIBILIDAD DE ACTIVIDADES-INVESTIGACIóN)",https://normas.gba.gob.ar/ar-b/ley/1986/10383/6426
3358,AUTORIZA A PRACTICAR EL ESTUDIO HIDROGRAFICO DE LAS CUENCAS DEL RIO QUEQUEN GRANDE.,https://normas.gba.gob.ar/ar-b/ley/1911/3358/12915
4750,"APRUEBA CONVENIO ENTRE EL PODER EJECUTIVO, LA MUNICIPALIDAD DE CHASCOMÚS Y LA EMPRESA PARODI Y FIGINI, CONCESIONARIA DE LA RED DE AGUAS CORRIENTES, PARA SU ADQUISICIÓN POR EL GOBIERNO.",https://normas.gba.gob.ar/ar-b/ley/1939/4750/10472
3357,OTORGA PRESTAMO A LA MUNICIPALIDAD DE PELLEGRINI PARA CONSTRUCCION DE EDIFICIOS PUBLICOS.,https://normas.gba.gob.ar/ar-b/ley/1911/3357/12898
14607,"DECLáRASE BIEN DE INTERéS HISTóRICO CULTURAL DE LA PROVINCIA AL INMUEBLE DEL DISTRITO DE TRENQUE LAUQUEN, A NOMBRE DE ALMACéN DE RAMOS GENERALES “EL PORTEñO”.",https://normas.gba.gob.ar/ar-b/ley/2014/14607/2690
10365,"DECLáRASE CIUDAD A LA LOCALIDAD DE PINAMAR, UBICADA EN EL PARTIDO DE PINAMAR.",https://normas.gba.gob.ar/ar-b/ley/1985/10365/6461
13197,"DECLARASE DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION INMUEBLE UBICADO EN DOCK SUD, PDO. DE AVELLANEDA.(ASTILLEROS NAVALES UNIDOS)(MAQUINARIAS Y EQUIPOS)",https://normas.gba.gob.ar/ar-b/ley/2004/13197/3669
160,PATENTES PARA 1858.,https://normas.gba.gob.ar/ar-b/ley/1857/160/15072
4768,DONANDO TIERRAS EN GENERAL VILLEGAS PARA LA OFICINA DE CORREOS Y TELEGRAFOS.,https://normas.gba.gob.ar/ar-b/ley/1939/4768/10459
736,PUESTOS DE ESCRIBANOS SECRETARIOS EN LOS TRIBUNALES.,https://normas.gba.gob.ar/ar-b/ley/1871/736/11908
7581,"CREANDO EL ""FONDO DE INVERSIONES MUNICIPALES"".-",https://normas.gba.gob.ar/ar-b/ley/1969/7581/7731
4767,"DECLARA COMPRENDIDOS EN EL ART. 1 DE LA LEY 3605, SOBRE EXENCION DE IMPUESTOS FISCALES AL CíRCULO DE PERIODíSTAS DE LA PROVINCIA, LOS SERVICIOS DE AGUAS CORRIENTES, OBRAS Y SERVICIOS SANITARIOS Y CONTRIBUCIóN DE AFIRMADOS DE LA SEDE SOCIAL LA PLATA.",https://normas.gba.gob.ar/ar-b/ley/1939/4767/10458
6160,"SUBVENCION AL HOSPITAL JUANA G. DE MIGUENS DE URDAMPILLETA, BOLIVAR.",https://normas.gba.gob.ar/ar-b/ley/1959/6160/9097
6141,EXPROPIACION DE UN INMUEBLE PARA EL MUSEO DE ARTES PLASTICAS DE LA PROVINCIA EN LA PLATA.,https://normas.gba.gob.ar/ar-b/ley/1959/6141/9128
237,CONSTRUCCION DE UN MUELLE EN EL PUERTO DE ZARATE.,https://normas.gba.gob.ar/ar-b/ley/1858/237/12112
1965,VENTA DE TIERRAS ESCOLARES EN LA PLATA.,https://normas.gba.gob.ar/ar-b/ley/1887/1965/15292
3376,DONACION DE TIERRA A LA MUNICIPALIDAD DE COLON E INVERSION DEL PRODUCTO DE VENTA EN EL PAGO DE EDIFICIOS PUBLICOS.,https://normas.gba.gob.ar/ar-b/ley/1911/3376/13212
11775,ANULA ANEXOS DE LA LEY 11596 APROBATORIO DE LA SEGUNDA ETAPA DEL PLAN DE OBRAS DISTRITALES. MODIFICA NOMINACIONES E IMPORTES.,https://normas.gba.gob.ar/ar-b/ley/1996/11775/5052
4749,"AUTORIZA AL PODER EJECUTIVO A DONAR A LA MUNICIPALIDAD DE RIVADAVIA TIERRAS DEL PUEBLO FORTÍN OLAVARRÍA, PARA CONSTRUCCION DEL EDIFICIO DE LA DELEGACIÓN MUNICIPAL.",https://normas.gba.gob.ar/ar-b/ley/1939/4749/10477
1968,"(DEROGADA POR LEY 2146) DESTÍNANSE LOS SALONES DEL PISO ALTO DE LA LEGISLATURA, PARA LA BIBLIOTECA PÚBLICA DE ESTA CAPITAL.",https://normas.gba.gob.ar/ar-b/ley/1887/1968/15344
14608,"DECLáRASE DE UTILIDAD PúBLICA Y SUJETO A EXPROPIACIóN UN INMUEBLE SITO EN LA LOCALIDAD DE LANúS ESTE, PARTIDO DE LANúS, EL QUE SERá TRANSFERIDO EN PROPIEDAD A LA PROVINCIA PARA SER AFECTADO A LA IMPLEMENTACIóN DE UN DESTACAMENTO POLICIAL.",https://normas.gba.gob.ar/ar-b/ley/2014/14608/2691
14681,"CREA EN EL ÁMBITO DEL MINISTERIO PÚBLICO, Y EN LOS TÉRMINOS ESTABLECIDOS EN LA LEY 14442, LAS UNIDADES FISCALES DE INVESTIGACIÓN Y JUICIO, ESPECIALIZADAS EN VIOLENCIA EN ESPECTÁCULOS DEPORTIVOS Y DELITOS CONEXOS.CREA OBSERVATORIO.",https://normas.gba.gob.ar/ar-b/ley/2015/14681/11232
240,"VENTA DE TIERRAS FISCALES AL SUD DE LA CIUDAD, DESTINADO EL PRODUCTO EN LA CONSTRUCCION DEL MUELLE DE ADUANA Y CONTINUACION DE LA CASA DE GOBIERNO.",https://normas.gba.gob.ar/ar-b/ley/1858/240/12160
11757,(DEROGADA POR LEY 14656) ESTATUTO PARA EL PERSONAL DE LAS MUNICIPALIDADES. (ESTATUTO DEL EMPLEADO - EMPLEO MUNICIPAL),https://normas.gba.gob.ar/ar-b/ley/1996/11757/5058
10384,ESTATUTO ESCALAFÓN PARA AGENTES DE LA PLANTA PERMANENTE DE OBRAS SANITARIAS DE LA PROVINCIA.,https://normas.gba.gob.ar/ar-b/ley/1986/10384/6432
3363,"DECLARA DE PROPIEDAD DE LA MUNICIPALIDAD DE SAN NICOLAS DE LOS ARROYOS AREAS DE TERRENO UBICADAS EN DICHA CIUDAD. CEDE TIERRAS AL GOBIERNO DE LA NACION, CON DESTINO A LA CONSTRUCCION DE CUARTELES.  (AMPLIADA POR LEY 3492)",https://normas.gba.gob.ar/ar-b/ley/1911/3363/12997
14935,PRORROGA POR EL TERMINO DE UN AÑO LA VIGENCIA DE LA LEY 14262 Y MODIFICATORIAS -SUSPENSIÓN DE EJECUCIÓN DE SENTENCIAS DICTADAS CONTRA LOS BIENES MUEBLES Y/O INMUEBLES AFECTADOS A FINES DEPORTIVOS ASOCIACIONES CIVILES Y OTROS SIN FINES DE LUCRO.,https://normas.gba.gob.ar/ar-b/ley/2017/14935/2499
723,PENSION A ADELAIDA Y MERCEDES MUñIZ.,https://normas.gba.gob.ar/ar-b/ley/1871/723/15928
4771,"AUTORíZASE A LA DIRECCIóN GENERAL DE ESCUELAS Y CONSEJO GENERAL DE EDUCACIóN A VENDER O PERMUTAR LOS TERRENO Y FINCAS QUE LE PERTENEZCAN, CON DESTINO A REFECCIONES Y CONSERVACIóN DE LOS EDIFICIOS EXISTENTES, A AMPLIAR LOS MISMOS Y A CONSTRUCCIONES NUEVAS.",https://normas.gba.gob.ar/ar-b/ley/1939/4771/10453
147,CONSTRUCCION DEL FERROCARRIL DE BUENOS AIRES A LA ENSENADA.,https://normas.gba.gob.ar/ar-b/ley/1857/147/14860
8995,"DONACION DE TIERRA FISCAL A LA ""ASOCIACION DE LISIADOS DE MAR DEL PLATA"" (A.L.M.A.)",https://normas.gba.gob.ar/ar-b/ley/1978/8995/6771
3379,"AMPLIACION DE LA EMISION AUTORIZADA POR LEYES 2929 Y 3221, SOBRE OBRAS DE SALUBRIDAD EN LA PLATA.",https://normas.gba.gob.ar/ar-b/ley/1911/3379/13261
163,"PRORROGA DE SESIONES LEGISLATIVAS, PERIODO IV.",https://normas.gba.gob.ar/ar-b/ley/1857/163/15121
14610,"PRORROGA POR 5 AñOS, LA VIGENCIA DE LA LEY 12322, DECLARANDO AL PARTIDO DE PATAGONES ÁREA PATAGóNICA BONAERENSE, ACORDANDO BENEFICIOS PROMOCIONALES PARA LAS ACTIVIDADES PRODUCTIVAS DEL SECTOR.(AGROPECUARIO-COMERCIO-INDUSTRIA)",https://normas.gba.gob.ar/ar-b/ley/2014/14610/11249
4753,"DECLARA AL CLUB DE REGATAS LA PLATA, EXENTO DEL PAGO DE SERVICIOS SANITARIOS Y AGUAS CORRIENTES, COMO ASIMISMO DE LA SUMA QUE ADEUDA POR DICHO CONCEPTO.",https://normas.gba.gob.ar/ar-b/ley/1939/4753/10474
739,PENSION A LA VIUDA E HIJOS DE BANITO CARRASCO.,https://normas.gba.gob.ar/ar-b/ley/1871/739/11958
3361,CREDITO SUPLEMENTARIO DE 20.000 PESOS. ADQUISICION DEL INVENTO DE EDELMIRO BARRETA SOBRE MESA APARATO-PILA PARA EL TELEGRAFO DE LA PROVINCIA.(MODIFICADA POR LEY 3431).,https://normas.gba.gob.ar/ar-b/ley/1911/3361/12964
13200,"DECLÁRANSE DE INTERÉS PROVINCIAL, LAS OBRAS PERTENECIENTES AL ESCRITOR AMÉRICO PICCAGLI.",https://normas.gba.gob.ar/ar-b/ley/2004/13200/3664
10387,APRUéBASE EL CONVENIO CELEBRADO ENTRE LA PROVINCIA DE BUENOS AIRES Y LA LOTERíA NACIONAL. (EXPLOTACIÓN-CASINOS-MAR DEL PLATA-MIRAMAR-NECOCHEA-PINAMAR-TANDIL),https://normas.gba.gob.ar/ar-b/ley/1986/10387/6437
14376,"SUSPENDE POR 2 AñOS, EL TRáMITE DE LOS JUICIOS A PARTIR DE LA SENTENCIA DE TRANCE Y REMATE O LA EJECUCIóN DE SENTENCIA, DERIVADOS DE LA REALIZACIóN DE OBRAS MUNICIPALES DE INFRAESTRUCTURA URBANA.(GAS-AGUA-DESAGüES CLOACALES-PAVIMENTOS-EMPRESAS)",https://normas.gba.gob.ar/ar-b/ley/2012/14376/11465
241,TRANSPOSICIONES EN EL PRESUPUESTO DE GUERRA Y MARINA DE 1858.,https://normas.gba.gob.ar/ar-b/ley/1858/241/12175
7584,"MODIFICA EL ART.14 DEL DEC-LEY 7475/69, LEY IMPOSITIVA.(ALICUOTAS DEL IMPUESTO A LA TRANSMISION GRATUITA DE BIENES)",https://normas.gba.gob.ar/ar-b/ley/1970/7584/7741
11779,ESTABLECIENDO OBLIGATORIEDAD DE IZAR EL PABELLÓN NACIONAL EN EDIFICIOS PÚBLICOS LOS DÍAS DE ACTOS ELECCIONARIOS.(BANDERA-SíMBOLOS PATRIOS-COMICIOS),https://normas.gba.gob.ar/ar-b/ley/1996/11779/5048
1969,FORMACIòN Y ORGANIZACIòN DE CENTROS AGRICOLAS.,https://normas.gba.gob.ar/ar-b/ley/1887/1969/15361
6163,EXPROPIACIóN DE INMUEBLES PARA LAS ESCUELAS: NUEVA DE FLORENCIO VARELA EN SANTA ROSA; 27 Y 42 DE LANúS; 45 DE LOMAS DE ZA­MORA; NUEVA DE MATANZA EN SAN JUSTO; 31 DE VICENTE LóPEZ; 50 DE GENERAL SAN MARTíN Y 4 DE MORENO.,https://normas.gba.gob.ar/ar-b/ley/1959/6163/9100
3380,"EMPRESTITO A LA MUNICIPALIDAD DE SAN NICOLAS DE LOS ARROYOS, PARA PAGO DE OBRAS PUBLICAS Y CONSTRUCCION DE PAVIMENTOS.",https://normas.gba.gob.ar/ar-b/ley/1911/3380/13277
11760,"DECLARASE DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION UN INMUEBLE UBICADO EN LA LOCALIDAD DE SMITH, PARTIDO DE CARLOS CASARES. (CONSTRUCCION DE VIVIENDAS)",https://normas.gba.gob.ar/ar-b/ley/1996/11760/5066
14372,INCORPóRASE AL ART.32 DE LA LEY 5827 (LEY ORGáNICA DEL PODER JUDICIAL) EL INC.Z). (ATRIBUCIONES-SUPREMA CORTE DE JUSTICIA-CAUSAS CON COMPETENCIA EXCLUSIVA DE LOS JUZGADOS DE FAMILIA-INCAPACIDAD-CURATELA-INTERNACIONES-VIOLENCIA FAMILIAR),https://normas.gba.gob.ar/ar-b/ley/2012/14372/11461
4772,"DECLARA A LA SOCIEDAD DE SOCORROS MUTUOS LA PROTECTORA ENTRE EMPLEADOS DE LA ADMINISTRACIóN, EXENTA DEL PAGO DE SERVICIOS SANITARIOS CORRESPONDIENTE A SU SEDE SOCIAL EN LA PLATA.",https://normas.gba.gob.ar/ar-b/ley/1939/4772/10449
164,IMPUESTOS DE ADUANA PARA 1858.,https://normas.gba.gob.ar/ar-b/ley/1857/164/15137
10368,"MODIFICA EL DEC-LEY 9038/78, REGIMEN DE GRAVAMEN ADICIONAL AL CONSUMO DE ENERGIA ELECTRICA.",https://normas.gba.gob.ar/ar-b/ley/1985/10368/6449
