numero_ley,resumen,url
4939,DESTINANDO SUMA DE DINERO PARA LA PROVISION DE MATERIAL DE CIRUGIA Y MOBILIARIO DEL PABELLON DE CONSULTORIOS EXTERNOS DEL HOSPITAL MUNICIPAL DE MERLO.,https://normas.gba.gob.ar/ar-b/ley/1942/4939/10260
6336,DONANDO AL OBISPADO DE MORON TIERRAS EN MERLO PARA UNA CAPILLA Y GUARDERIA INFANTIL.,https://normas.gba.gob.ar/ar-b/ley/1960/6336/8940
10577,"DESíGNASE CON EL NOMBRE DE CRISóLOGO LARRALDE A LA RUTA PROVINCIAL 36, DESDE SU NACIMIENTO EN EL LLAMADO TRíANGULO DE BERNAL HASTA EL CRUCE DE FLORENCIO VARELA.",https://normas.gba.gob.ar/ar-b/ley/1987/10577/6247
4961,DESTINANDO 30 MIL PESOS PARA LA MUNICIPALIDAD DE LAS HERAS COMO CONTRIBUCION PARA EL MONUMENTO AL GENERAL JUAN GREGORIO DE LAS HERAS.,https://normas.gba.gob.ar/ar-b/ley/1942/4961/10289
2107,JUBILACION DE NICOLAS LEGUIZAMON.,https://normas.gba.gob.ar/ar-b/ley/1888/2107/13386
13361,"DECLARA AL PARTIDO DE BERAZATEGUI ""CAPITAL PROVINCIAL DEL VIDRIO"".",https://normas.gba.gob.ar/ar-b/ley/2005/13361/3504
11969,"LA ACTIVIDAD DE TRANSPORTE DE ENERGíA ELéCTRICA EN LA PROVINCIA, HASTA TANTO SE DETERMINE SU CARáCTER DE INTRA O INTERJURISDICCIONAL, QUEDARá SUJETA A LAS PREVISIONES DE LA LEY NACIONAL. INCORPORA ART.72 BIS Y 73 TER A LA LEY 11769.",https://normas.gba.gob.ar/ar-b/ley/1997/11969/4865
10562,DEROGA LEY 8386 (DONACION EN CHASCOMUS).,https://normas.gba.gob.ar/ar-b/ley/1987/10562/6250
1458,AMPLIACION DE LAS FACULTADES DEL BANCO HIPOTECARIO.,https://normas.gba.gob.ar/ar-b/ley/1882/1458/15376
14974,"INSTITUYE EL DÍA 31 DE OCTUBRE DE CADA AÑO, COMO EL “DÍA DE LAS IGLESIAS EVANGÉLICAS” EN CONMEMORACIÓN DEL PENTACENTENARIO DE LA REFORMA PROTESTANTE.",https://normas.gba.gob.ar/ar-b/ley/2017/14974/11096
2116,JUBILACION DE CLEMENTE MENDIZABAL.,https://normas.gba.gob.ar/ar-b/ley/1888/2116/13538
3508,PRORROGA DE LAS SESIONES DEL 60º PERIODO LEGISLATIVO.,https://normas.gba.gob.ar/ar-b/ley/1913/3508/15416
2132,"CONTRIBUCION DIRECTA, PARA 1889.",https://normas.gba.gob.ar/ar-b/ley/1888/2132/13800
14414,"CRéASE EN EL áMBITO DE LA PROVINCIA EL “BANCO DE DATOS CULTURALES COMúN INFORMATIZADO”, EN CONSONANCIA CON LOS PARáMETROS DEL SISTEMA DE INFORMACIóN CULTURAL DE AMéRICA LATINA Y DEL CARIBE (SICLAC).
(CALENDARIOS DE ACTIVIDADES-MERCOSUR)",https://normas.gba.gob.ar/ar-b/ley/2012/14414/11433
13286,"MODIFICA LEY 13255, REF: EX AGENTES DEL SERVICIO PENITENCIARIO. BENEFICIO JUBILATORIO, RECONOCIMIENTOS DE DERECHOS, BENEFICIARIOS FALLECIDOS, EFECTOS PATRIMONIALES",https://normas.gba.gob.ar/ar-b/ley/2005/13286/3563
1444,JUBIALCION DE CARLOS BLOMBERG.,https://normas.gba.gob.ar/ar-b/ley/1881/1444/15142
11971,"INCORPORANDO INCISO ""V"" DEL ARTÍCULO 3° DE LA LEY 11612. (PRINCIPIOS DE LA EDUCACIÓN BONAERENSE). LEY DE EDUCACIÓN.",https://normas.gba.gob.ar/ar-b/ley/1997/11971/4860
10563,"APROBANDO CONVENIO CON LA NACIÓN PARA LA EJECUCIÓN ""PROGRAMA EXPANSIÓN Y MEJORAMIENTO DE LA EDUCACIÓN TÉCNICA AGROPECUARIA"".(VER LEY 11662)(VER ART.53 LEY 13154)",https://normas.gba.gob.ar/ar-b/ley/1987/10563/6261
1460,PRESUPUESTOS MUNICIPALES PARA 1882.,https://normas.gba.gob.ar/ar-b/ley/1882/1460/15408
11955,"DECLáRASE DE INTERéS PROVINCIAL EL ""PROYECTO DE RECONSTRUCCIóN HISTóRICA E INSTALACIóN DE MUSEO, RESERVA Y MONUMENTO NATURAL EN VUELTA OBLIGADO"", EN EL PARTIDO DE SAN PEDRO, PROVINCIA DE BUENOS AIRES.""",https://normas.gba.gob.ar/ar-b/ley/1997/11955/4875
3524,"CREACION DE UN JUZGADO DE PAZ EN VILLA MAZA, ADOLFO ALSINA. (VER ART.10 DE LA LEY 3858)",https://normas.gba.gob.ar/ar-b/ley/1913/3524/15681
6339,TRANSFIRIENDO A LA MUNICIPALIDAD DE AZUL FRACCION DE TIERRA FISCAL PARA AMPLIACION DEL CEMENTERIO DE CACHARI.,https://normas.gba.gob.ar/ar-b/ley/1960/6339/8943
13363,"PRORROGA POR DOS AÑOS LA VIGENCIA DE LA LEY 13076, EXPROPIACION EN EL PARTIDO DE GENERAL SAN MARTIN.",https://normas.gba.gob.ar/ar-b/ley/2005/13363/3506
7748,"(DEROGADO POR D-L 8890/77).  DONANDO AL ESTADO NACIONAL UNA SUPERFICIE DE TIERRA EN MIRAMAR, PARTIDO DE GENERAL ALVARADO, CON DESTINO A LA CONSTRUCCION DE UN CASINO POR PARTE DE LA LOTERIA DE BENEFICENCIA NACIONAL Y CASINOS.",https://normas.gba.gob.ar/ar-b/ley/1971/7748/7584
6356,"FACULTANDO AL PODER EJECUTIVO PARA TRANSFERIR EN DONACION AL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION, UN INMUEBLE FISCAL PARA EL COLEGIO NACIONAL Y COMERCIAL DE MARCOS PAZ.",https://normas.gba.gob.ar/ar-b/ley/1960/6356/8918
4964,DONACIóN A LA MUNICIPALIDAD DE PERGAMINO DEL INMUEBLE QUE FUERA DEL CLUB ESPAñOL. VENTA DE SUS BIENES MUEBLES Y DESTINO DEL PRODUCTO.,https://normas.gba.gob.ar/ar-b/ley/1942/4964/10272
4947,ACUéRDASE A LA SOCIEDAD “CUERPO DE BOMBEROS VOLUNTARIOS DE MATANZA” UN SUBSIDIO DESTINADA A LA CONSTRUCCIóN DEL LOCAL PARA SU SEDE Y ADQUISICIóN DE MATERIAL DE SERVICIO.,https://normas.gba.gob.ar/ar-b/ley/1942/4947/10268
7731,"EXIMIENDO A ""ASTILLEROS Y FABRICAS NAVALES DEL ESTADO S.A."", DEL PAGO DE IMPUESTOS A LAS ACTIVIDADES LUCRATIVAS.",https://normas.gba.gob.ar/ar-b/ley/1971/7731/7579
1443,PENSION A LUCIA ROMERO DE LINCINA.,https://normas.gba.gob.ar/ar-b/ley/1881/1443/15126
10580,"SUSTITUYE LOS ART.33 (TEXTO SEGúN DEC-LEY 9164/78, ART.1) Y 34 DEL DEC-LEY 8031/73, CóDIGO DE FALTAS.(PRESCRIPCIóN DE ACCIóN Y PENA)",https://normas.gba.gob.ar/ar-b/ley/1987/10580/6240
3507,"DEROGANDO EL INCISO 6 DEL ARTICULO 5 DE LA LEY 3480 -IMPUESTO DE PATENTES PARA 1913-, SOBRE ACOPIADORES DE AVES, HUEVOS Y PAPAS.",https://normas.gba.gob.ar/ar-b/ley/1913/3507/15400
2133,"DERECHOS DE PUERTO EN LA PLATA, PARA 1889.",https://normas.gba.gob.ar/ar-b/ley/1888/2133/13816
11972,NORMAS DE APLICACIÓN A PROPIETARIOS O POSEEDORES A TÍTULO DE DUEÑO DEMANDADOS POR COBROS COMPULSIVOS POR DEUDA POR PAVIMENTOS EN LOS ACTUALES PARTIDOS DE MORÓN- HURLINGHAN E ITUZAINGÓ (ANTES PDO. DE MORÓN).,https://normas.gba.gob.ar/ar-b/ley/1997/11972/4861
2115,JUBILACION DE LUIS DAVILA.,https://normas.gba.gob.ar/ar-b/ley/1888/2115/13520
14716,"DECLARA DE UTILIDAD PÚBLICA Y SUJETO A EXPROPIACIÓN LOS INMUEBLES, UBICADOS EN LA LOCALIDAD DE ABASTO, PARTIDO DE LA PLATA (VER DECRETO 452/15 REF.AUTORIAD DE APLICACIÓN)",https://normas.gba.gob.ar/ar-b/ley/2015/14716/11209
13346,"MODIFICA LEY 13034, REFERENTE:  EXPROPIACION DE UN INMUEBLE UBICADO EN EL PARTIDO DE BERAZATEGUI.",https://normas.gba.gob.ar/ar-b/ley/2005/13346/3519
3525,AUTORIZA AL PODER EJECUTIVO A CONTRIBUIR CON LAS OBRAS DE SALUBRIDAD DE BAHIA BLANCA.,https://normas.gba.gob.ar/ar-b/ley/1913/3525/15699
1461,"CREDITO SUPLEMENTARIO DE 249.055 PESOS, PRESUPUESTO 1881, PARA PAGO DE CREDITOS.",https://normas.gba.gob.ar/ar-b/ley/1882/1461/15424
4965,CREACION DE UN INSTITUTO DE ORIENTACION RURAL EN ROQUE PEREZ. DEROGA ARTS.DE LA LEY 4558 QUE CREABA UNA ESCUELA SIMILAR.,https://normas.gba.gob.ar/ar-b/ley/1942/4965/10242
13364,"(DEROGADA POR LEY 15008) CAJA DE JUBILACIONES, SUBSIDIOS Y PENSIONES DEL PERSONAL DEL BANCO DE LA PROVINCIA,  SEGURIDAD SOCIAL QUE ESTABLECE EL ART. 40 DE LA CONSTITUCION PROVINCIAL. (VER FALLO DE LA CORTE B-68331, REF: SUSPENSIÓN DE LA PRESENTE LEY)",https://normas.gba.gob.ar/ar-b/ley/2005/13364/3500
6357,"TRANSFIRIENDO A LA MUNICIPALIDAD DE VICENTE LOPEZ, LOTE FISCAL EN OLIVOS, PARA PARQUE PUBLICO.",https://normas.gba.gob.ar/ar-b/ley/1960/6357/8913
11954,"DECLáRASE CIUDAD A LA LOCALIDAD DE FIORITO, PARTIDO DE LOMAS DE ZAMORA.",https://normas.gba.gob.ar/ar-b/ley/1997/11954/4874
11960,DECLARA EL 7 DE MAYO DE CADA AÑO DÍA DE LA MUJER BONAERENSE.,https://normas.gba.gob.ar/ar-b/ley/1997/11960/4871
4967,"DONACIóN AL HOSPITAL “SATURNINO E. UNZUé” DE LA CIUDAD DE ROJAS, LOS BIENES DEL EX CLUB SOCIAL.",https://normas.gba.gob.ar/ar-b/ley/1942/4967/10273
11958,"AUTORIZA AL P.EJECUTIVO A SUSCRIBIR CONVENIOS DE PRESTAMOS SUBSIDIARIOS CON EL MRIO.DE CULTURA Y EDUCACION,DE ECONOMIA,OBRAS Y SERVICIOS PUB.DE LA NACION Y EL BANCO INTERNACIONAL -BIRF-.(PROYECTO MEJORAMIENTO DE LA EDUCACIóN SECUNDARIA-POLIMODAL)",https://normas.gba.gob.ar/ar-b/ley/1997/11958/4878
14975,"DECLARA MONUMENTO HISTÓRICO PROVINCIAL AL EDIFICIO DE LA “PULPERÍA DE CACHO”, DEL PARTIDO DE MERCEDES.",https://normas.gba.gob.ar/ar-b/ley/2017/14975/11097
13287,"MODIFICA LEY 12060,(REF: NORMAS SOBRE TRANSFORMACIÓN EN JUZGADOS DE GARANTÍAS; JUZGADOS CORRECCIONALES;EN LO CRIMINAL Y DE EJECUCIÓN) Y LEY 5827 (ORGANICA DEL PODER JUDICIAL).",https://normas.gba.gob.ar/ar-b/ley/2005/13287/3564
14717,"DECLARA DE UTILIDAD PÚBLICA Y SUJETO A EXPROPIACIÓN EL INMUEBLE, UBICADO EN LA LOCALIDAD Y PARTIDO DE LANÚS.",https://normas.gba.gob.ar/ar-b/ley/2015/14717/11188
3527,(DEROGADA POR LEY 5177) EJERCICIO DE LA PROCURACION. REGISTRO DE PROCURADORES. (MODIFICADA POR LEYES 3890 Y 4972),https://normas.gba.gob.ar/ar-b/ley/1913/3527/15733
7751,"DESAFECTA DEL DESTINO ESTABLECIDO POR LA LEY 6793, A LA FRACCION DE TIERRA UBICADA EN LA LOC.DE SANTA TERESITA, PDO.DE GENERAL LAVALLE, PARA LA CONSTRUCCION Y HABILITACION DE UN ESTABLECIMIENTO DE DEPURACION DE LIQUIDOS CLOACALES.",https://normas.gba.gob.ar/ar-b/ley/1971/7751/7577
6359,"MODIFICANDO EL ARTICULO 17, DE LA LEY Nº 6266, SOBRE CONSTITUCION Y REGIMEN DE FUNCIONAMIENTO DE CONSEJOS ESCOLARES.",https://normas.gba.gob.ar/ar-b/ley/1960/6359/8915
10583,"DECLáRASE MONUMENTO HISTóRICO PROVINCIAL AL INMUEBLE UBICADO EN LA INTERSECCIóN DE LAS CALLES CONSTITUCIóN Y GENERAL PINTO EN JURISDICCIóN DE SAN FERNANDO, SEDE DE LA BIBLIOTECA Y MUSEO PROVINCIAL “JUAN N. MADERO”.",https://normas.gba.gob.ar/ar-b/ley/1987/10583/6228
13290,"DECLáRASE BIEN DE INTERéS HISTóRICO PROVINCIAL AL INMUEBLE DONDE FUNCIONA LA UNIDAD ACADéMICA EGB 68;POLIMODAL 205;JARDíN DE INFANTES 916 E INSTITUTO DE FORMACIóN DOCENTE 306 (EX ESCUELA NORMAL MIXTA DOMINGO F.SARMIENTO),DEL PARTIDO DE CHIVILCOY.",https://normas.gba.gob.ar/ar-b/ley/2005/13290/3565
10566,"DECLáRASE DE INTERéS PROVINCIAL LA REALIZACIóN DE LA “FIESTA DE REYES” QUE ANUALMENTE SE CELEBRA EL DíA 5 DE ENERO EN LA LOCALIDAD DE SIERRA DE LA VENTANA, PARTIDO DE TORNQUIST.",https://normas.gba.gob.ar/ar-b/ley/1987/10566/6253
7734,"ESTABLECIENDO EXENCION DEL PAGO DE RECARGOS, MULTAS E INTERESES A DEUDORES DE IMPUESTOS A LAS ACTIVIDADES LUCRATIVAS, INMOBILIARIO E INMOBILIARIO ADICIONAL.",https://normas.gba.gob.ar/ar-b/ley/1971/7734/7596
13350,MODIFICA MONTO PREVISTO EN ART. 1 DE LA LEY 8253 Y DEROGA ART. 3 (REF: PENSION GRACIABLE A FAMILIARES CAIDOS EN EL LEVANTAMIENTO CIVICO MILITAR DE JUNIO DE 1956),https://normas.gba.gob.ar/ar-b/ley/2005/13350/3514
11975,"AUTORIZANDO AL PODER EJECUTIVO A CONTRAER UN PRESTAMO CON EL BANCO INTERAMERICANO DE DESARROLLO (BID- ""PROGRAMA DE APOYO A LA REFORMA ESTATAL Y FORTALECIMIENTO FISCAL DE LA PROVINCIA DE BUENOS AIRES"")",https://normas.gba.gob.ar/ar-b/ley/1997/11975/4855
10568,"DECLáRASE DE UTILIDAD PúBLICA Y SUJETO A EXPROPIACIóN UN INMUEBLE SITO EN LA CIUDAD DE SAN MIGUEL, PARTIDO DE GENERAL SARMIENTO, EL QUE SERá ADJUDICADO A SUS OCUPANTES.",https://normas.gba.gob.ar/ar-b/ley/1987/10568/6255
6342,"DONANDO A LA MUNICIPALIDAD DE LA PLATA, TERRENO FISCAL EN ARTURO SEGUI PARA UNIDAD SANITARIA.",https://normas.gba.gob.ar/ar-b/ley/1960/6342/8945
2118,JUBILACION DE JULIA MIRANDA.,https://normas.gba.gob.ar/ar-b/ley/1888/2118/13571
2136,LICENCIA A LA PENSIONISTA CELINA VILLALONGA DE MARENCO PARA RESIDIR FUERA DE LA CAPITAL.,https://normas.gba.gob.ar/ar-b/ley/1889/2136/13865
4968,FACúLTASE AL PODER EJECUTIVO A INVERTIR $ 40000 PARA CONSTRUIR UN EDIFICIO PARA LA SUB-COMISARíA EN SALDUNGARAY (TORNQUIST),https://normas.gba.gob.ar/ar-b/ley/1942/4968/10243
6360,"EXCEPTUANDO AL MINISTERIO DE EDUCACION DEL CUMPLIMIENTO DE DISPOSICIONES DEL ESTATUTO DEL MAGISTERIO, EN MATERIA DE EDAD PARA CIERTAS DESIGNACIONES.(LEY 6015)",https://normas.gba.gob.ar/ar-b/ley/1960/6360/8902
4950,"AUTORIZANDO AL PODER EJECUTIVO A INVERTIR UNA SUMA DE DINERO EN EL PUEBLO DE HUANGUELEN, PARTIDO DE CORONEL SUAREZ, PARA LA CONSTRUCCION DE SU HOSPITAL DE CARIDAD.",https://normas.gba.gob.ar/ar-b/ley/1942/4950/10306
3528,AMPLIACIóN DE LA LEY 3445 DE SESIóN DE TIERRAS PARA EL HIPóDROMO DEL JOCKEY CLUB DE LA PROVINCIA.,https://normas.gba.gob.ar/ar-b/ley/1913/3528/15749
14978,"DECLARA PERSONALIDAD DESTACADA DEL DEPORTE, AL BASQUETBOLISTA LEONARDO MARTíN GUTIÉRREZ.",https://normas.gba.gob.ar/ar-b/ley/2017/14978/11100
3510,CREANDO EL PUESTO DE ESCRIBANO SECRETARIO DEL TRIBUNAL DE COMERCIO DEL DEPARTAMENTO DEL CENTRO.,https://normas.gba.gob.ar/ar-b/ley/1913/3510/15449
1464,"CREDITO SUPLEMENTARIO DE 219.102 PESOS, PRESUPUESTO DE 1882, PARA PAGO DE CREDITOS.",https://normas.gba.gob.ar/ar-b/ley/1882/1464/15475
7752,AMPLIANDO LOS TÉRMINOS CONTENIDOS EN LA LEY 7463. (REGLAMENTANDO EL FUNCIONAMIENTO DE LA UNIVERSIDAD DE LA PROVINCIA DE BUENOS AIRES).,https://normas.gba.gob.ar/ar-b/ley/1971/7752/7566
1466,SE AUTORIZA A LA LEGISLATURA ADQUIRIR MOBILIARIO PARA LA OFICINA DE CONTABILIDAD.,https://normas.gba.gob.ar/ar-b/ley/1882/1466/15508
1446,PENSION A JULIA B. DE TEULY.,https://normas.gba.gob.ar/ar-b/ley/1881/1446/15175
1450,CONTRIBUCION DIRECTA PARA 1882.,https://normas.gba.gob.ar/ar-b/ley/1881/1450/15239
3530,AUTORIZA A LA PRESIDENCIA DEL HONORABLE SENADO A INVERTIR SUMA DE DINERO EN LA AMPLIACION A QUE SE REFIERE EL ARTICULO 1 DE LA LEY 3462 -ACORDANDO CREDITO AL PRESUPUESTO DE LA LEGISLATURA- Y OTRAS EN LAS DEPENDENCIAS DE LA HONORABLE CAMARA DE DIPUTADOS.,https://normas.gba.gob.ar/ar-b/ley/1913/3530/15785
7754,"DONANDO AL CLUB ATLETICO PEÑAROL DE PIGÜE, PARTIDO DE SAAVEDRA, FRACCION DE TIERRA FISCAL PARA CENTRO DE RECREACION Y CAMPO DE DEPORTES.",https://normas.gba.gob.ar/ar-b/ley/1971/7754/7568
6362,DISPONIENDO LA CONSTRUCCION EN LA PLANTA URBANA DE GENERAL PINTO DE UN EDIFICIO PARA OFICINAS PUBLICAS.,https://normas.gba.gob.ar/ar-b/ley/1960/6362/8904
11978,"INCORPóRASE EL INC.II) AL APARTADO II DEL ART. 63 DE LA LEY 5827,ORGANICA DEL PODER JUDICIAL. (CURATELA E INSANíAS-BENEFICIO DE PENSIóN SOCIAL)",https://normas.gba.gob.ar/ar-b/ley/1997/11978/4853
13370,"DECLARA DE INTERES PROVINCIAL EL LIBRO RAFAEL JOSE HERNANDEZ Y PUEYRREDON., PERTENECIENTE AL ESCRITOR PEHUAJENSE VITERBO PEDRO FERRER.",https://normas.gba.gob.ar/ar-b/ley/2005/13370/3496
10569,"DóNASE A LA MUNICIPALIDAD DE AYACUCHO UNA FRACCIóN DE TERRENO FISCAL UBICADA EN LA LOCALIDAD DE UDAQUIOLA, PARTIDO DE AYACUCHO.",https://normas.gba.gob.ar/ar-b/ley/1987/10569/6256
14412,"DECLáRANSE DE UTILIDAD PúBLICA Y SUJETOS A EXPROPIACIóN INMUEBLES UBICADOS EN LA CIUDAD DE PEHUAJó, PARTIDO DEL MISMO NOMBRE, PARA LA INSTALACIóN DE UNA PLANTA DE TRATAMIENTO INTEGRAL DE RESIDUOS SóLIDOS URBANOS.",https://normas.gba.gob.ar/ar-b/ley/2012/14412/11431
13353,DECLARA DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION UN INMUEBLE UBICADO EN FLORENCIO VARELA PARA SER ADJUDICADO A LA COOPERATIVA DE TRABAJO METAL VARELA LIMITADA.,https://normas.gba.gob.ar/ar-b/ley/2005/13353/3513
11961,"MODIFICA EL DEC-LEY 9550/80, ORGANICA DEL PERSONAL DE POLICIA.(INTEGRANTES DEL SERVICIO RELIGIOSO-CAPELLANES) (EL DEC-LEY 9550/80 ESTá DEROGADO POR EL DEC.1766/05)",https://normas.gba.gob.ar/ar-b/ley/1997/11961/4872
10586,"EL MINISTERIO DE SALUD SERá LA AUTORIDAD DE APLICACIóN DE LAS DISPOSICIONES DE LA LEY NACIONAL 21541, ABLACIÓN E IMPLANTES DE ÓRGANOS.SE CREA EL CUCAIBA Y EL CENTRO PROV.DE HISTOCOMPATIBILIDAD. DEROGA LEY 9902.(TRASPLANTE-TRANSPLANTE)",https://normas.gba.gob.ar/ar-b/ley/1987/10586/6231
4970,"MODIFICA LEY 4548, ORGáNICA DEL DEPARTAMENTO DE TRABAJO.",https://normas.gba.gob.ar/ar-b/ley/1942/4970/10244
6345,"MODIFICA EL DEC-LEY 10904/57, EN EL SENTIDO DE EXCLUIR DE LA DECLARACION DE UTILIDAD PUBLICA Y EXPROPIACION, FRACCION DE TERRENO UBICADA EN CHIVILCOY, CON DESTINO A LA ESCUELA 49.",https://normas.gba.gob.ar/ar-b/ley/1960/6345/8920
3513,"AMPLIACION DE LOS RAMALES DEL FERROCARRIL PROVINCIAL A MERIDIANO V, EMISION DE BONOS Y MODIFICACIONES A LA LEY RESPECTIVA, 3067.",https://normas.gba.gob.ar/ar-b/ley/1913/3513/15500
14721,ADHIERE A LA LEY NACIONAL N° 26928 EL QUE CREA EL SISTEMA DE PROTECCIÓN INTEGRAL PARA PERSONAS TRASPLANTADAS.(OBRAS SOCIALES-COBERTURA-100%-PROVISIÓN DE MEDICAMENTOS-ESTUDIOS-PRÁCTICAS-TRASPLANTE-TRANSPLANTE),https://normas.gba.gob.ar/ar-b/ley/2015/14721/11192
1467,"CREDITO SUPLEMENTARIO DE 15.000 PESOS, PRESUPUESTO DE 1882, PARA PAGO DE HONORARIOS DE LA SUPREMA CORTE.",https://normas.gba.gob.ar/ar-b/ley/1882/1467/15524
4953,"FACúLTASE AL PODER EJECUTIVO A INVERTIR UNA SUMA EN LA CONSTRUCCIóN DE UN EDIFICIO PARA LA SUBCOMISARíA DE LABARDéN, PARTIDO DE GENERAL GUIDO.",https://normas.gba.gob.ar/ar-b/ley/1942/4953/10309
2139,CONSTRUCCION POR EL FERROCARRIL SUD DE UNA LINEA DE TRES ARROYOS A BAHIA BLANCA.,https://normas.gba.gob.ar/ar-b/ley/1889/2139/13913
7737,"SUSPENDE POR EL TERMINO DE 180 DIAS, LA VIGENCIA DE LOS ARTS. 40 Y 41 DEL DEC-LEY 3625/56 SOBRE CARRERA HOSPITALARIA PARA MEDICOS Y PROFESIONALES AFINES.ESTABLECE APLICACION PROVISORIA DE LOS ART.90 Y 95 DEL DEC-LEY 7575/69, PERSONAL DE LA ADMINISTRACION",https://normas.gba.gob.ar/ar-b/ley/1971/7737/7595
2121,JUBILACION DE JUAN B. SERANTES.,https://normas.gba.gob.ar/ar-b/ley/1888/2121/13620
13349,"MODIFICA LEY 11221, REF: OTORGANDO BONIFICACIÓN AL PERSONAL DEL PODER JUDICIAL COMBATIENTE EN MALVINAS.",https://normas.gba.gob.ar/ar-b/ley/2005/13349/3515
1449,PRESUPUESTO DEL MONTE DE PIEDAD PARA 1882.,https://normas.gba.gob.ar/ar-b/ley/1881/1449/15223
2122,LICENCIA AL JUBILADO ANTONIO AZAREY PARA AUSENTARSE DE LA PROVINCIA.,https://normas.gba.gob.ar/ar-b/ley/1888/2122/13636
6363,"ACORDANDO SUBSIDIO A LA COMISION PRO MONUMENTO AL GENERAL JOSE DE SAN MARTIN, DEL PARTIDO DE ENSENADA.",https://normas.gba.gob.ar/ar-b/ley/1960/6363/8905
10565,"ESTABLECE RéGIMEN OPTATIVO PARA LA PERCEPCIóN DE HABERES DE LOS JUBILADOS Y PENSIONADOS QUE ESTEN COMPRENDIDOS EN EL SISTEMA DEL INSTITUTO DE PREVISIóN SOCIAL (IPS-DEPóSITOS
 EN CAJA DE AHORRO-BANCARIZACIóN)",https://normas.gba.gob.ar/ar-b/ley/1987/10565/6252
11957,"SUSTITúYENSE EN EL DECRETO-LEY 9.079/78 (LEY ORGáNICA DEL SERVICIO PENITENCIARIO), LOS TéRMINOS ""SERVICIO PENITENCIARIO DE LA PROVINCIA DE BUENOS AIRES"", POR LOS DE ""SERVICIO PENITENCIARIO BONAERENSE"",",https://normas.gba.gob.ar/ar-b/ley/1997/11957/4877
7755,"(DEROGADO POR DEC-LEY 9032/78) SUSTITUYE EL ART.26 DE LA LEY 4372, EXCARCELACION BAJO CAUCION Y EXIMICION DE PRISION.(DELITOS- BENEFICIOS-IMPUTADOS)",https://normas.gba.gob.ar/ar-b/ley/1971/7755/7569
3514,"DANDO EL NOMBRE DE AMEGHINO, AL ACTUAL PUEBLO DE HALSEY, GENERAL PINTO, Y CREAN­DO EN ÉL UN JUZGADO DE PAZ.(VER ART.10 DE LA LEY 3858)",https://normas.gba.gob.ar/ar-b/ley/1913/3514/15516
3531,(DEROGADA POR LEY 4316) CONVENCION ELECTORAL. REGLAMENTACION DE LOS ARTICULOS 129 A 139 DE LA CONSTITUCION.,https://normas.gba.gob.ar/ar-b/ley/1913/3531/15802
4971,"CREACIóN Y MANTENIMIENTO DE UN INSTITUTO DE EXPERIMENTACIóN RADIOTELEFóNICA, DIRECCIóN GENERAL DE ESCUELAS DE LA PROVINCIA.",https://normas.gba.gob.ar/ar-b/ley/1942/4971/10245
3534,"OBRAS DE ENDICAMIENTO, DRENAJE Y RIEGO EN EL DELTA DEL PARANA Y COLONIZACION DE LAS TIERRAS. CONCESION ADOLFO R. SOLER.",https://normas.gba.gob.ar/ar-b/ley/1914/3534/15853
6349,"DECLARANDO DE UTILIAD PUBLICA FRACCION DE TIERRA EN VILLA ALIDA, SAN JUSTO, PARTIDO DE LA MATANZA PARA LA ESCUELA Nº 73.",https://normas.gba.gob.ar/ar-b/ley/1960/6349/8923
7741,SUSTITUCION DE ARTíCULOS DEL DEC-LEY 10472/56 Y LEY 6716 (REGIMEN DE PREVISION SOCIAL PARA PROCURADORES DE LA PROVINCIA DE BUENOS AIRES).,https://normas.gba.gob.ar/ar-b/ley/1971/7741/7587
1453,PRESUPUESTO DEL BANCO DE LA PROVINCIA E HIPOTECARIO PARA 1882.,https://normas.gba.gob.ar/ar-b/ley/1881/1453/15290
1470,"CREDITO SUPLEMENTARIO DE 1.291.357 PESOS PRESUPUESTO DE 1882, PARA PAGO DE DEUDAS A LAS MUNICIPALIDADES.",https://normas.gba.gob.ar/ar-b/ley/1882/1470/15574
6365,"DECLARANDO DE UTILIDAD PUBLICA INMUEBLE EN CARLOS CASARES, PARA LA ESCUELA Nº 1 ""JOSE MANUEL ESTRADA"". EXPROPIACION.",https://normas.gba.gob.ar/ar-b/ley/1960/6365/8907
7757,AUTORIZANDO AL CLUB DEPORTIVO INDEPENDENCIA DE GONZALES CHAVES A SUBDIVIDIR Y VENDER FRACCION DE TIERRA A LA APERTURA DE CALLE.,https://normas.gba.gob.ar/ar-b/ley/1971/7757/7571
4957,"VENTA DE TIERRAS FISCALES EN EL PUEBLO DE SIERRAS BAYAS, PARTIDO DE OLAVARRIA.(LOTEOS-TRANSFERENCIA-LOTES-ENAJENACIóN)",https://normas.gba.gob.ar/ar-b/ley/1942/4957/10312
4973,ESCUELAS DEL TRABAJO.,https://normas.gba.gob.ar/ar-b/ley/1942/4973/10249
10589,(DEROGADA POR LEY 11612) ORGANICA DE LOS CONSEJOS ESCOLARES.DEROGA LEY 6266. (MODIFICADA POR LEY 11461),https://normas.gba.gob.ar/ar-b/ley/1987/10589/6241
